gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,1,1.61370124,1,2,1,2,2,2,2,2,2,2,1,0,1.756130819,6139,No
0,0,0,0,-1.073842765,1,0,2,1,1,1,1,1,1,0,0,3,-1.487696925,173,No
0,0,0,0,-1.114563129,1,0,2,1,1,1,1,1,1,0,1,1,-1.499329504,6366,No
1,0,1,0,0.636412511,1,2,0,0,2,2,0,0,2,1,1,1,0.192379842,2966,No
0,0,0,0,-1.277444584,1,2,1,0,0,0,0,2,2,0,1,2,0.966777244,6395,Yes
0,0,1,1,1.287938331,1,0,0,2,0,0,2,2,0,1,0,3,0.034509127,3477,No
0,0,0,0,-0.625918764,1,0,2,1,1,1,1,1,1,1,0,1,-1.486035128,2925,No
1,0,1,0,0.310649601,1,0,1,0,2,2,0,0,0,0,1,2,0.506459475,2751,No
0,0,1,1,0.351369965,0,1,0,2,0,2,0,0,0,1,0,1,-0.975863449,756,No
1,1,0,0,0.758573602,1,2,1,0,2,0,0,0,0,1,1,0,0.493165099,3398,No
1,0,1,0,0.351369965,1,2,1,0,2,0,0,0,0,0,1,2,0.51476846,2978,No
0,0,1,1,-1.277444584,1,0,0,0,0,2,0,0,0,0,0,3,-0.475662552,4228,Yes
0,0,0,0,-1.23672422,1,0,2,1,1,1,1,1,1,0,1,3,-1.472740752,3588,No
1,0,0,0,1.450819786,1,0,1,0,2,2,0,0,0,1,0,1,0.493165099,4538,No
0,0,1,1,-0.340876218,1,2,2,1,1,1,1,1,1,2,0,3,-1.331488007,4714,No
1,0,1,0,1.532260513,1,2,0,2,0,2,2,0,2,2,0,1,0.416722437,4556,No
1,0,0,0,-1.196003856,0,1,0,0,0,0,2,0,0,0,1,2,-1.16364651,6469,No
1,0,0,0,-1.23672422,1,0,0,0,0,0,0,0,0,0,0,0,-0.660122019,209,No
1,0,1,0,-1.196003856,0,1,0,0,2,0,0,0,0,0,0,1,-1.161984713,6420,No
0,0,0,0,-1.033122401,1,2,0,0,0,0,2,2,2,0,1,2,0.328647196,4363,Yes
0,0,0,0,-0.788800219,1,0,0,2,0,0,0,2,2,0,1,2,0.238910158,6378,No
1,0,0,0,-1.033122401,1,0,2,1,1,1,1,1,1,0,0,3,-1.46276997,745,No
1,0,1,1,-0.829520583,1,0,0,0,0,0,0,2,0,0,1,3,-0.281232303,5076,No
1,0,1,1,0.84001433,1,2,1,0,2,2,0,2,2,1,1,2,1.34566696,4619,No
0,0,0,0,-0.829520583,1,2,1,0,0,0,0,2,2,0,1,2,0.978409823,88,Yes
1,0,1,1,1.247217967,1,0,2,1,1,1,1,1,1,2,0,3,-1.502653098,449,No
0,0,0,0,-0.707359492,1,0,0,2,2,2,2,2,2,0,0,3,0.654359408,522,No
1,0,1,1,0.147768147,1,0,0,2,2,0,0,0,0,1,0,3,-0.369307544,1541,No
1,1,1,0,-1.155283493,0,1,0,0,0,2,0,0,0,0,1,2,-1.158661119,334,No
0,0,1,1,-0.340876218,1,0,2,1,1,1,1,1,1,2,0,3,-1.497667707,3846,No
0,0,0,0,1.16577724,0,1,0,2,2,2,2,0,0,1,0,1,-0.700005147,2343,No
1,0,0,0,-0.666639128,1,2,0,0,2,0,0,0,0,0,0,2,-0.314468243,6275,No
1,0,1,1,1.328658694,1,0,2,1,1,1,1,1,1,2,1,1,-1.492682316,489,No
0,0,1,1,-0.259435491,1,0,2,1,1,1,1,1,1,2,0,1,-1.499329504,4187,No
1,0,0,0,-0.666639128,1,0,0,0,0,0,2,0,0,0,1,3,-0.508898492,6008,No
0,0,1,0,0.880734693,1,2,1,2,2,0,0,2,2,1,0,0,1.388873682,4759,Yes
1,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,0,3,-1.484373331,1608,Yes
1,0,0,1,-1.114563129,1,0,2,1,1,1,1,1,1,2,0,3,-1.472740752,119,No
0,0,0,0,-0.544478037,0,1,0,0,2,0,0,0,2,0,1,2,-0.832948907,5572,No
1,0,0,0,-0.91096131,1,2,0,2,0,0,0,0,0,0,1,1,-0.341056995,4690,No
0,0,1,1,-0.381596582,1,0,1,0,2,2,2,0,0,0,0,2,0.632756047,1498,Yes
1,0,0,0,-1.196003856,1,0,0,0,0,0,0,2,0,0,0,3,-0.319453634,1042,Yes
0,0,0,0,1.61370124,1,2,1,0,2,2,2,2,2,2,1,0,1.556715179,6028,No
1,1,1,0,-0.91096131,1,2,1,0,0,0,0,0,2,0,1,2,0.727478476,6231,Yes
0,0,1,1,-0.91096131,1,0,0,0,2,2,0,0,0,0,1,3,-0.306159258,4575,No
1,0,1,0,-0.870240946,1,0,2,1,1,1,1,1,1,1,1,3,-1.469417158,1399,No
0,1,0,0,0.18848851,1,2,1,2,2,0,0,2,2,0,1,0,1.39552087,3467,Yes
1,0,1,1,-0.625918764,1,2,0,2,0,0,2,0,0,1,1,3,-0.088463851,193,No
0,0,1,1,0.147768147,1,2,1,2,0,2,0,2,2,0,1,1,1.320740005,3174,No
1,1,0,0,-0.625918764,1,0,1,0,2,2,0,2,2,0,1,2,1.231002967,1273,No
0,1,1,1,1.369379058,1,2,1,2,2,0,2,2,2,1,1,1,1.523479239,5628,No
1,0,1,1,1.16577724,1,0,0,2,2,2,2,2,2,1,0,0,0.669315581,4404,No
1,0,0,0,-0.422316946,1,0,1,0,2,0,0,2,2,0,1,3,0.945173883,1771,No
1,0,0,0,-1.277444584,0,1,0,0,0,0,0,0,0,0,1,2,-1.341458789,2039,No
0,0,0,0,-1.073842765,1,0,1,0,0,0,0,0,0,0,0,1,0.192379842,3685,No
1,0,0,0,-0.055833672,1,0,1,0,2,0,2,0,0,0,1,2,0.454943768,2084,Yes
0,0,1,1,1.450819786,1,0,0,2,2,2,2,2,2,2,1,1,0.672639175,4642,No
0,0,1,1,0.066327419,1,2,1,0,0,2,0,2,0,0,0,2,0.754067228,2480,Yes
0,0,1,1,0.799293966,1,0,1,0,2,2,2,0,0,0,0,0,0.699227927,3766,No
0,0,0,1,-0.91096131,1,0,1,0,0,2,2,2,0,0,1,2,0.875378409,6474,No
1,0,1,1,-0.1372744,1,0,1,0,0,0,0,0,0,0,1,2,0.19902703,1579,Yes
0,0,1,1,1.61370124,1,0,2,1,1,1,1,1,1,2,0,0,-1.484373331,852,No
1,0,1,1,0.595692147,1,0,2,1,1,1,1,1,1,1,0,3,-1.486035128,6450,No
1,0,1,1,-0.340876218,1,2,0,2,0,0,0,2,2,1,0,3,0.333632587,1376,No
1,0,0,0,1.328658694,1,2,2,1,1,1,1,1,1,1,0,1,-1.328164413,1060,No
0,0,0,0,-1.155283493,1,2,1,0,0,0,2,2,2,0,1,3,1.199428824,3405,No
1,1,1,0,-0.829520583,1,2,1,0,2,0,0,2,2,0,1,2,1.216046794,401,Yes
1,0,0,0,-1.277444584,1,2,1,2,0,0,0,0,0,0,1,2,0.562960573,6059,Yes
1,0,0,0,0.025607055,1,0,1,0,0,0,0,0,0,0,0,2,0.11593718,1789,Yes
0,0,0,0,0.066327419,1,0,1,0,2,2,2,2,2,0,1,2,1.340681569,3140,No
0,0,1,0,-0.748079855,1,0,2,1,1,1,1,1,1,2,0,3,-1.474402549,2523,No
0,0,0,0,-1.155283493,1,0,1,0,0,0,0,0,2,0,1,2,0.478208926,2753,Yes
1,0,1,1,-0.788800219,1,0,2,1,1,1,1,1,1,1,0,3,-1.487696925,1794,No
0,0,1,1,1.328658694,1,2,0,0,2,0,2,2,2,2,1,0,0.486517911,4292,No
1,0,1,1,-0.381596582,1,0,0,2,0,0,2,0,0,1,0,1,-0.251319957,779,No
1,0,1,0,0.921455057,1,0,0,2,2,2,0,0,0,2,0,2,-0.204789641,2664,No
1,0,1,0,0.677132875,1,0,1,0,2,0,0,2,2,2,1,2,0.998351387,3973,No
1,0,1,0,1.125056876,1,2,1,0,2,2,0,2,2,1,0,0,1.254268125,5024,No
0,0,1,1,1.491540149,1,0,2,1,1,1,1,1,1,1,1,1,-1.476064346,822,No
1,0,0,0,0.310649601,1,2,1,0,0,0,0,2,0,0,1,2,0.669315581,2923,No
1,0,1,0,1.410099422,1,0,0,2,2,0,2,0,2,2,1,1,0.147511323,3954,No
1,1,0,0,0.107047783,1,2,1,0,0,0,0,2,2,0,1,2,1.019954748,3008,Yes
1,0,1,1,-0.544478037,1,2,1,0,0,0,2,2,2,1,1,2,1.202752418,1451,Yes
0,0,1,1,-0.788800219,1,0,2,1,1,1,1,1,1,2,0,3,-1.459446376,2362,No
0,0,0,1,0.351369965,1,2,1,0,2,0,0,2,0,0,1,0,0.788964965,3146,No
0,0,0,0,-1.155283493,0,1,0,2,0,2,0,0,0,0,0,3,-0.989157825,640,No
0,0,1,1,-0.340876218,1,0,0,2,0,0,2,0,0,0,0,2,-0.319453634,581,No
0,0,0,0,-1.114563129,0,1,0,0,2,0,0,2,2,0,1,1,-0.459044582,1929,No
0,0,0,0,-1.114563129,1,2,0,0,2,0,0,0,2,0,1,2,-0.025315565,3190,No
0,0,1,1,-1.277444584,1,0,1,0,0,0,0,0,0,0,1,3,0.144187729,5440,Yes
0,0,1,1,1.61370124,1,2,0,2,2,2,2,2,0,2,0,0,0.513106663,4716,No
0,0,0,0,-0.340876218,1,0,0,0,0,2,0,0,0,0,1,1,-0.513883883,426,No
0,0,1,0,0.392090329,1,2,0,2,0,2,2,2,2,2,0,1,0.651035814,3095,No
0,0,0,0,-1.155283493,1,0,2,1,1,1,1,1,1,0,0,3,-1.486035128,6131,No
1,0,0,0,1.450819786,1,2,1,2,2,2,2,2,2,1,1,1,1.742836443,6035,No
0,0,1,1,0.025607055,1,0,2,1,1,1,1,1,1,1,0,3,-1.484373331,4774,No
0,1,0,0,-1.277444584,1,0,1,0,0,0,0,0,0,0,1,2,0.160805699,5448,Yes
1,0,0,0,-0.055833672,1,2,1,0,2,2,0,2,2,1,1,2,1.285842268,2662,Yes
0,0,0,0,-1.155283493,1,2,1,0,2,0,0,0,0,0,0,0,0.438325798,2651,Yes
1,1,1,0,1.491540149,1,2,1,0,2,2,2,2,2,2,1,2,1.501875878,5843,No
1,1,0,0,0.229208874,1,2,1,0,0,0,0,2,2,0,0,2,0.99668959,3158,No
0,0,1,1,-1.196003856,1,0,1,0,2,0,2,0,0,0,1,2,0.506459475,2055,No
0,0,1,1,0.636412511,1,2,0,0,2,0,2,2,2,2,0,2,0.494826896,3312,No
0,0,1,0,-0.707359492,1,2,2,1,1,1,1,1,1,2,0,3,-1.314870037,3310,No
0,0,0,0,-0.300155854,1,0,2,1,1,1,1,1,1,1,0,1,-1.491020519,4410,No
0,1,0,0,-1.277444584,1,0,1,0,0,0,0,2,0,0,0,2,0.454943768,5910,Yes
0,0,0,0,0.636412511,0,1,0,2,2,0,0,2,0,0,1,2,-0.663445613,1734,No
1,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,0,3,-1.477726143,1612,No
1,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,0,2,-1.514285677,1479,No
0,0,0,0,0.18848851,1,0,1,0,2,2,0,0,0,1,0,2,0.508121272,2615,No
1,1,1,0,1.369379058,1,2,1,0,2,2,2,2,2,1,1,0,1.415462434,5546,No
0,0,1,0,-0.259435491,0,1,0,2,2,2,0,2,0,1,0,0,-0.562075996,355,No
1,0,1,0,1.247217967,1,0,0,2,2,0,2,2,0,1,0,1,0.200688827,3774,No
1,0,0,0,-0.91096131,0,1,0,0,0,2,0,0,0,0,0,3,-1.171955495,2203,Yes
0,0,0,0,-1.23672422,1,0,0,2,0,0,0,2,2,0,1,2,0.19902703,850,Yes
1,1,1,0,-0.5851984,1,0,0,2,0,0,0,0,2,0,1,1,-0.188171671,25,No
0,0,1,0,1.287938331,1,2,2,1,1,1,1,1,1,2,0,3,-1.303237458,1217,No
0,1,0,0,-0.951681674,1,2,1,0,0,0,0,0,2,0,1,2,0.654359408,5838,Yes
0,0,0,1,-0.177994763,1,0,2,1,1,1,1,1,1,0,0,3,-1.47938794,4466,No
0,0,0,0,-1.277444584,1,0,1,0,0,2,0,0,0,0,0,2,0.358559542,5773,No
1,0,0,0,-1.155283493,1,2,1,0,0,0,0,0,2,0,1,2,0.694242536,2934,Yes
1,1,0,0,0.229208874,1,0,0,0,2,2,2,2,0,1,1,1,0.179085466,2144,Yes
1,0,1,0,1.369379058,1,2,1,0,2,2,0,0,2,1,0,2,1.014969357,5075,No
0,0,0,0,-1.277444584,1,0,1,0,0,0,0,0,0,0,1,2,0.18240906,5506,No
0,0,1,0,-0.5851984,1,0,0,0,0,0,2,0,0,0,1,3,-0.480647943,6341,No
1,1,0,0,0.758573602,1,2,1,0,0,2,0,2,2,0,1,2,1.098059207,4162,Yes
1,0,1,1,-1.318164947,1,0,2,1,1,1,1,1,1,2,0,3,-1.492682316,0,No
1,0,0,0,-1.277444584,1,0,0,0,0,0,0,0,0,0,0,3,-0.613591703,3906,Yes
1,0,0,1,-0.829520583,1,0,2,1,1,1,1,1,1,2,0,0,-1.509300286,1747,No
0,0,0,0,0.351369965,1,2,1,0,2,2,0,2,2,0,1,2,1.380564697,3770,Yes
1,0,0,0,-0.829520583,1,2,2,1,1,1,1,1,1,0,0,2,-1.321517225,2741,No
0,0,1,1,0.921455057,1,0,2,1,1,1,1,1,1,2,0,3,-1.477726143,153,No
0,0,0,0,-1.033122401,1,2,1,0,0,0,0,0,0,0,1,2,0.351912354,4671,No
0,0,0,0,-0.829520583,1,0,1,0,0,2,2,0,2,0,1,2,0.818877311,190,Yes
0,0,1,1,1.450819786,1,2,0,2,2,2,2,2,2,2,0,1,0.772346995,5026,No
0,1,0,0,-1.114563129,1,2,1,0,0,0,0,2,0,0,1,1,0.611152686,3787,Yes
0,1,0,0,0.677132875,1,0,0,0,0,0,0,0,0,0,0,3,-0.696681553,1735,No
1,0,0,0,0.310649601,0,1,0,2,2,2,0,2,2,1,0,1,-0.090125648,2172,No
0,0,0,0,-0.666639128,1,0,2,1,1,1,1,1,1,1,0,0,-1.484373331,2762,No
1,0,0,0,-0.91096131,1,2,1,0,0,0,0,0,0,0,1,3,0.312029226,6070,Yes
0,0,1,0,1.61370124,1,2,1,0,2,2,0,2,2,1,1,2,1.216046794,5681,No
0,1,0,0,-1.23672422,1,2,1,0,0,0,0,0,2,0,1,2,0.641065032,1428,No
1,0,1,1,-0.381596582,1,0,2,1,1,1,1,1,1,2,0,3,-1.457784579,3866,No
0,1,0,0,1.572980877,1,2,1,0,2,2,0,2,2,1,1,2,1.367270321,5786,No
0,0,1,0,-0.870240946,1,2,1,0,0,2,0,2,2,0,1,2,1.154560305,107,Yes
1,0,0,0,-1.277444584,1,0,0,0,0,0,0,0,0,0,1,3,-0.685048974,3737,Yes
0,0,0,0,-0.666639128,1,0,0,0,2,0,2,0,0,0,1,3,-0.360998559,6155,Yes
0,0,0,0,-1.277444584,1,2,1,0,0,0,0,0,2,0,1,3,0.687595348,6210,Yes
1,0,1,0,-0.829520583,1,0,1,0,2,0,0,0,2,0,1,1,0.674300972,6529,No
0,0,0,0,0.880734693,0,1,0,2,0,0,2,0,2,1,0,0,-0.686710771,2005,No
0,0,1,0,1.450819786,1,2,1,0,2,2,2,0,0,2,0,1,0.845466063,5088,No
0,0,1,1,-1.155283493,1,2,0,0,0,0,0,0,0,0,0,3,-0.462368176,2027,Yes
0,0,0,1,-1.277444584,1,0,0,0,0,2,0,0,2,0,0,2,-0.184848077,4842,Yes
1,0,0,0,-0.218715127,1,0,0,2,0,0,2,0,0,0,0,3,-0.375954732,854,No
1,0,0,0,-0.463037309,1,0,2,1,1,1,1,1,1,0,1,3,-1.489358722,3557,No
1,0,0,0,-0.788800219,1,0,1,0,0,2,0,2,0,0,1,2,0.612814483,121,Yes
0,1,0,0,1.287938331,1,2,0,0,2,2,2,0,2,0,0,1,0.328647196,4110,No
0,0,0,0,-1.277444584,1,0,0,2,2,0,0,0,0,0,1,2,-0.327762619,4492,Yes
1,0,1,0,1.002895785,0,1,0,0,2,2,2,2,2,2,1,0,-0.241349175,2842,No
0,0,1,0,-0.463037309,1,2,1,2,0,2,0,2,2,0,1,2,1.300798441,1890,Yes
1,0,0,0,-0.544478037,1,0,2,1,1,1,1,1,1,2,0,3,-1.499329504,3099,No
1,0,1,0,-0.055833672,1,0,1,0,0,2,0,2,2,1,1,2,0.965115447,2540,No
1,0,0,0,0.799293966,1,2,0,2,2,2,2,2,2,2,1,3,0.81389192,3938,No
0,0,0,0,0.554971784,1,2,1,0,2,2,0,0,2,1,1,2,0.976748026,3753,No
0,1,0,0,-0.870240946,1,2,0,2,0,0,0,0,0,0,1,2,-0.304497461,4786,No
0,0,1,1,0.84001433,0,1,0,2,2,2,0,0,2,0,1,0,-0.533825447,2141,No
0,0,1,1,-0.870240946,1,0,2,1,1,1,1,1,1,0,1,3,-1.51262388,1346,Yes
1,1,0,0,1.002895785,1,2,1,0,2,0,2,2,2,0,1,0,1.334034381,4849,No
0,1,0,0,-1.23672422,1,2,1,0,0,0,0,0,0,0,1,3,0.355235948,1030,Yes
0,1,0,0,-1.23672422,1,0,0,2,2,0,0,0,0,0,0,3,-0.329424416,79,Yes
0,0,1,1,1.572980877,1,0,2,1,1,1,1,1,1,2,0,0,-1.491020519,705,No
0,0,1,1,-1.277444584,1,0,2,1,1,1,1,1,1,0,1,3,-1.507638489,1482,No
1,0,1,0,1.450819786,1,2,2,1,1,1,1,1,1,2,0,1,-1.319855428,1100,No
1,0,1,0,1.61370124,1,0,0,2,2,2,2,2,2,2,0,3,0.654359408,4935,No
0,0,0,0,-1.23672422,1,0,2,1,1,1,1,1,1,0,0,3,-1.510962083,3741,No
1,1,1,0,-1.277444584,1,2,1,0,0,0,0,2,2,0,1,2,1.008322169,6442,Yes
0,0,0,0,0.351369965,1,0,0,2,0,2,2,2,2,1,1,0,0.501474084,2885,No
1,0,1,1,1.61370124,1,2,2,1,1,1,1,1,1,2,0,1,-1.303237458,1439,No
1,0,1,0,-1.073842765,1,2,1,0,0,0,0,0,0,0,1,2,0.356897745,3718,Yes
0,0,1,1,-1.155283493,1,0,1,0,0,2,0,0,0,0,1,2,0.29873485,2828,Yes
1,0,0,0,-0.829520583,1,2,1,0,0,0,0,2,2,0,1,2,1.039896312,283,Yes
0,0,1,0,1.043616148,1,2,0,2,0,0,2,0,2,1,1,2,0.120922571,3395,No
0,0,0,0,-1.033122401,1,0,2,1,1,1,1,1,1,0,0,3,-1.466093564,989,No
0,0,1,0,1.328658694,1,0,0,2,0,2,0,0,0,0,1,3,-0.319453634,3167,No
1,0,0,0,-1.277444584,1,0,1,0,0,0,0,0,0,0,1,3,0.194041639,5513,No
1,0,1,0,0.962175421,1,0,2,1,1,1,1,1,1,1,0,1,-1.489358722,241,No
1,0,0,0,-1.155283493,1,0,2,1,1,1,1,1,1,0,0,3,-1.520932865,5665,No
0,0,1,1,1.043616148,1,0,0,0,0,0,0,0,0,1,1,3,-0.686710771,2056,No
1,0,1,0,1.206497603,1,2,1,0,0,2,2,2,2,2,1,0,1.423771419,5460,No
1,0,0,0,-0.259435491,1,2,0,2,2,0,0,0,0,1,0,2,-0.106743618,1034,No
1,0,0,0,1.206497603,1,2,1,2,2,2,0,0,0,0,0,0,0.862084033,4624,No
0,0,1,1,1.043616148,1,0,1,2,2,0,0,2,2,1,0,1,1.14625132,4813,No
0,0,1,0,1.450819786,1,2,0,2,2,2,2,2,2,2,1,2,0.895319973,5172,No
0,0,1,1,1.16577724,1,2,1,2,2,2,0,0,2,1,1,1,1.194443433,4927,No
0,0,0,0,0.392090329,1,2,0,0,0,2,2,2,2,2,1,1,0.454943768,2929,No
1,0,0,0,-0.5851984,1,2,1,0,0,0,0,2,0,0,0,0,0.649374017,967,No
0,0,0,0,0.962175421,1,0,2,1,1,1,1,1,1,2,1,0,-1.502653098,161,No
0,0,0,0,-1.155283493,1,2,1,0,2,0,0,0,2,0,1,2,0.803921138,3076,Yes
0,0,0,0,-1.155283493,1,0,2,1,1,1,1,1,1,0,0,1,-1.472740752,6102,No
0,0,0,1,0.107047783,1,0,0,2,2,0,0,0,0,1,0,1,-0.304497461,1646,No
0,0,1,1,1.287938331,1,2,1,2,0,0,2,0,0,0,1,0,0.732463867,4451,No
0,0,0,0,-0.055833672,1,0,2,1,1,1,1,1,1,1,0,3,-1.456122782,5395,No
0,1,1,0,1.410099422,1,0,2,1,1,1,1,1,1,2,1,0,-1.486035128,480,No
0,0,0,0,-1.155283493,1,0,0,0,2,0,0,0,0,0,0,1,-0.467353567,924,Yes
0,1,1,0,1.532260513,1,2,1,2,2,2,2,2,2,2,1,2,1.624848856,5877,No
1,0,0,0,-1.196003856,1,0,0,0,0,0,0,2,0,0,0,1,-0.377616529,1454,Yes
1,1,1,0,0.84001433,1,2,1,0,2,0,0,2,2,0,1,2,1.234326561,4601,Yes
1,0,1,1,-1.23672422,1,0,0,2,2,0,2,0,0,2,0,3,-0.174877295,549,No
0,0,1,1,-0.1372744,1,0,1,0,0,0,0,2,2,0,1,1,0.765699807,2269,No
0,0,0,0,0.595692147,0,1,0,2,0,2,2,0,0,2,0,3,-0.759829839,1450,No
0,0,1,1,1.450819786,1,2,1,0,0,0,0,2,0,1,1,2,0.606167295,4696,Yes
1,0,0,1,-0.829520583,1,0,0,2,0,0,0,2,2,0,1,3,0.169114684,6163,No
0,0,1,1,-0.992402038,1,0,0,0,2,0,2,0,0,0,0,0,-0.281232303,3424,No
1,0,1,0,0.880734693,1,2,1,2,2,2,0,2,2,0,0,2,1.488581502,4994,No
1,0,1,1,1.491540149,1,0,1,0,2,0,2,2,0,2,1,3,0.910276146,5202,No
0,0,0,0,-0.259435491,1,2,0,2,2,0,0,2,0,0,1,0,0.157482105,1348,No
0,0,1,0,1.61370124,1,2,1,2,2,2,2,0,0,2,1,0,1.071470455,5574,No
0,0,0,0,1.532260513,0,1,0,2,0,2,2,2,2,2,1,0,-0.213098626,3598,No
1,0,0,1,-1.277444584,1,0,0,2,0,0,0,0,0,0,0,3,-0.470677161,4231,Yes
1,0,0,0,-0.91096131,1,0,1,0,0,0,0,2,2,0,1,2,0.822200905,6246,Yes
0,0,1,1,-0.177994763,1,0,1,0,0,0,0,0,0,1,1,0,0.187394451,1598,No
1,0,0,0,-1.277444584,1,0,1,0,0,0,0,0,0,0,1,2,0.167452887,5452,Yes
0,0,1,0,-0.463037309,1,2,1,0,0,0,0,2,2,0,1,2,0.981733417,1549,No
1,1,1,0,0.758573602,1,2,1,2,0,2,0,2,0,0,1,0,0.965115447,4025,Yes
0,0,1,1,0.84001433,1,0,2,1,1,1,1,1,1,1,0,0,-1.502653098,16,No
1,0,0,1,0.84001433,1,0,1,2,2,2,0,0,2,1,0,2,1.036572718,4266,No
1,0,1,0,-0.340876218,1,2,1,0,0,2,0,2,2,0,1,2,1.206076012,2031,Yes
0,0,1,0,1.532260513,1,2,0,2,2,2,2,2,2,2,1,1,0.998351387,5415,No
1,0,0,0,1.16577724,1,2,1,2,2,2,0,2,2,1,1,2,1.42875681,5220,No
0,0,0,0,-0.870240946,1,0,0,2,0,0,2,0,0,1,1,3,-0.337733401,5031,No
1,0,0,0,-1.23672422,1,0,1,0,0,0,0,0,0,0,1,1,0.217306797,1021,No
1,0,0,0,-0.300155854,1,0,2,1,1,1,1,1,1,1,1,0,-1.504314895,4335,No
0,0,0,0,0.351369965,1,2,0,0,2,0,0,0,0,1,1,1,-0.281232303,2000,No
1,0,1,0,-0.5851984,1,2,1,0,0,0,0,2,2,0,1,2,0.995027793,1183,Yes
1,1,1,0,1.61370124,1,2,1,0,2,2,0,2,2,2,1,0,1.309107426,5862,Yes
0,0,1,1,1.572980877,1,2,0,2,2,2,2,2,2,2,1,1,0.857098642,5061,No
0,0,1,1,0.066327419,1,0,0,2,2,2,0,0,0,1,1,3,-0.131670573,1674,No
1,0,0,0,-0.1372744,1,0,1,0,0,2,2,2,2,0,1,1,1.131295147,2434,No
1,1,1,0,0.310649601,1,0,1,2,2,2,2,2,0,1,1,1,1.109691786,3509,No
1,0,1,0,0.147768147,0,1,0,2,0,2,0,0,0,1,0,3,-0.977525246,580,No
0,0,1,0,0.554971784,1,2,1,0,2,0,2,2,2,1,1,2,1.275871486,3901,No
0,0,0,0,1.043616148,1,2,1,2,2,2,0,2,2,1,1,2,1.42875681,5118,No
1,0,0,0,0.269929238,1,2,1,0,2,0,0,0,0,1,0,1,0.552989791,2798,No
1,0,1,1,-1.155283493,1,0,0,0,0,0,2,0,2,0,0,1,-0.110067212,1931,Yes
0,0,1,1,0.799293966,1,2,1,0,2,2,0,2,0,1,1,1,1.028263733,4209,No
1,1,1,0,1.532260513,1,2,1,0,2,2,0,2,2,1,1,2,1.330710787,5673,No
1,1,1,0,1.328658694,1,0,1,0,0,0,0,0,0,1,1,0,0.205674218,3883,No
1,0,0,0,-1.277444584,1,0,0,0,0,0,0,0,0,0,1,3,-0.658460222,3750,No
0,0,1,0,1.532260513,1,2,1,0,0,2,0,2,2,1,1,2,1.093073816,5490,No
0,1,1,1,-0.1372744,0,1,0,0,2,2,0,0,0,0,1,3,-0.967554464,55,No
1,0,0,0,-1.277444584,1,0,1,0,0,0,0,2,2,0,1,2,0.857098642,6324,Yes
0,0,0,0,1.410099422,1,2,0,2,0,2,2,2,2,2,1,3,0.68094816,4716,No
0,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,1,3,-1.504314895,1484,No
0,0,0,0,-0.259435491,1,0,1,0,0,0,0,2,2,0,1,0,0.798935747,1910,Yes
0,0,1,1,-0.096554036,1,2,2,1,1,1,1,1,1,2,1,3,-1.318193631,5958,No
0,0,1,0,0.636412511,1,0,1,0,0,2,2,2,2,0,1,1,1.172840072,4082,No
0,0,1,1,0.921455057,1,0,0,2,2,0,0,0,0,0,0,2,-0.301173867,2724,No
1,0,0,0,-1.033122401,1,2,1,0,0,0,0,0,2,0,1,3,0.679286363,4929,Yes
1,0,0,0,0.18848851,1,2,1,2,0,0,0,2,0,0,1,2,0.877040206,2924,No
0,0,1,0,-0.055833672,1,0,1,0,2,0,0,0,2,0,1,0,0.634417844,2327,No
1,0,0,0,-1.155283493,1,0,0,0,0,0,0,0,0,0,1,2,-0.626886079,1595,No
1,0,1,1,1.61370124,1,2,2,1,1,1,1,1,1,2,1,1,-1.318193631,1332,No
1,1,0,0,-1.114563129,1,0,1,0,0,0,0,2,2,0,1,2,0.885349191,3806,Yes
1,0,1,1,-1.277444584,1,0,2,1,1,1,1,1,1,0,0,3,-1.497667707,1488,No
0,1,0,0,-0.707359492,1,0,1,0,0,0,0,2,2,0,1,2,0.888672785,733,No
1,0,1,1,-0.992402038,1,0,0,2,0,0,0,0,0,0,1,1,-0.447412003,3502,No
0,0,0,0,0.107047783,1,0,2,1,1,1,1,1,1,1,0,3,-1.451137391,5731,No
0,1,0,0,0.962175421,1,2,1,0,2,2,0,2,2,0,0,2,1.32904899,4811,No
1,0,1,0,0.392090329,1,2,1,0,0,2,2,2,2,0,1,0,1.375579306,3839,Yes
1,1,1,1,1.328658694,1,2,1,2,2,0,0,0,0,0,1,2,0.69756613,4699,No
0,0,1,1,-1.23672422,1,0,2,1,1,1,1,1,1,1,0,3,-1.477726143,2699,No
1,1,1,0,1.328658694,1,2,1,2,0,0,0,2,2,1,1,2,1.19610523,5301,No
0,0,0,0,-0.5851984,1,2,1,0,0,0,0,0,0,0,1,2,0.312029226,629,No
0,0,0,0,-0.381596582,1,2,0,2,0,2,0,2,2,1,1,2,0.458267362,1405,No
0,0,0,0,-1.155283493,1,0,0,0,0,0,0,0,0,0,1,3,-0.646827643,1568,Yes
